name,experience,views,applications,description
Python Developer,2,307,80,"В продуктову команду (blockchain розробка) запрошуємо Python Developer з досвідом роботи 2+ роки.Продукт на фінальному етапі розробки.Команда: 7 людей, на Python більше ніхто не пише. Шукаємо самостійного розробника, який може працювати без ментора.Стек технологій:Python3.10, Django, Django DRF, Celery, REST API, async, threading, swagger, docker, docker-compose, flastAPI, flower, postgresql, MongoDBblockchain, web3pyвикористовуються такі механізми як сканер блокчейну, механізм взаємодії з блокчейном, механізм взаємодії з JS, адмін-панель.Основні задачі:- Розібратися в уже написаному коді- Продовжити розробку нових фіч- Виправляти знайдені багиУмови роботи:- офіс м.Вінниця (у нас є генератор та старлінк)- або дистанційно (якщо Ви гарантуєте безперебійну роботу)- графік 9−18 або 10−19- зп по курсу USD двічі на місяцьПроцес найму швидкий і прозорий:- онлайн співбесіда з рекрутером- технічна співбесіда з СТО- офер
      

About ElephantsLab

    
      ElephantsLab is a fast-growing product company that was founded in 2018 in Vinnytsia.Company specializing in Blockchain development and consulting. We offer both private and public blockchain development as well as Smart-contract development.We develop more than 6 own products which functionalize in Europe, Asia, Canada and etc. We work with leading-edge technologies and concepts that allow you to stay relevant in the modern world and are fun to work with. Among them are Vue.js, Blockchain:Ethereum (Truffle + Ganache + Solidity + web3.js)Tron (TronBox + Solidity + tronWeb.js)Join ElephantsLab to be a part of a friendly and perspective team who develop the future faster than others!
      

Company website:

      https://elephantslab.com/

DOU company page:

      https://jobs.dou.ua/companies/elephantslab/





            Job posted on
            24 October 2023
            



            307 views

              

            
  

            80 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Senior Python Developer (AI Domain),3,83,24,"Vidby is a cutting-edge company that leverages advanced methods and algorithms for the automatic translation of video and audio. Our international team of scientists, business experts, and marketing professionals utilizes this technology to create a unique SaaS application. When a customer places an order, our system performs speech recognition, translation, and dubbing, delivering exceptional results to our users.! Job Description !If you are a skilled Python Developer with a passion for web development and an interest in the exciting world of AI, we invite you to join our team. At Vidby, you'll have the opportunity to work on collaborative and dynamic projects that are shaping the future of video translation and AI technology.Key Qualifications:- 3+ years of proven experience in Python development.- Strong expertise with Python frameworks, with a focus on Django REST framework (mandatory).- Experience working with databases like PostgreSQL and Redis.- Solid experiences in integrations with other services.- Familiarity with Celery and RabbitMQ for task queue management.- Understanding of HTTP and WebSocket (WS) protocols, as well as REST API.- Knowledge of web application infrastructure.- Proficiency in unit testing and debugging skills.- A background in mathematics is a significant plus.- Intermediate English proficiency (B1-B2) for effective communication.Responsibilities:- Collaborate with cross-functional teams to design, develop, and maintain web applications.- Utilize Python and Django REST framework to build robust and efficient back-end systems.- Microservices development and development of integrations with different services.- Work with databases, including PostgreSQL and Redis, to ensure data integrity and optimal performance.- Manage task queues using Celery and RabbitMQ for efficient task execution.- Implement REST APIs and understand HTTP and WebSocket protocols.- Contribute to the infrastructure design and maintenance of web applications.- Perform unit testing and debugging to ensure the quality of code.- Apply mathematical concepts when relevant to enhance our AI solutions.
      

About Vidby

    
      Vidby is a SaaS platform for automatic translation and dubbing of videos. After the customer makes an order, speech recognition, translation and dubbing are performed. Then the user gets the results. It takes only a few minutes to make an order.
      

Company website:

      https://vidby.com/





            Job posted on
            24 October 2023
            



            83 views

              

            
  

            24 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Back-end Developer (Python),2,243,47,"About VMK GROUP:We perform development and support of creative technical solutions worldwide.More than 7 years of experience that helps building effective products, platforms, applications and marketing strategies. We welcome you to the energetic and vibrant atmosphere of the solution matter experts. Your main tasks will include:- Write high-quality Python code, following best practices and design patterns, regularly maintain and refactor existing code;- Collaborate in designing software architecture, making decisions about the technology stack, and creating scalable and maintainable systems;- Participate in code reviews, offering constructive feedback to team members, and ensuring code quality and consistency;- Develop unit tests and participate in quality assurance and testing activities to ensure the reliability and robustness of the software;- Optimize code and algorithms for performance, making sure applications are efficient and responsive;- Work with databases, design schemas, write complex queries, and ensure data integrity and security;- Create and maintain APIs, both internal and external, adhering to RESTful or GraphQL standards;- Maintain clear and up-to-date documentation for code, APIs, and software architecture;- Collaborate effectively with cross-functional teams. Clearly communicate technical information to non-technical stakeholders;- Mentor junior team members, assist in their professional growth, and provide technical leadership within the team;- Identify and resolve complex technical issues, including debugging code, troubleshooting system problems, and addressing production incidents;- Ensure the security of the software by implementing best security practices, such as input validation, encryption, and protecting against common vulnerabilities;- Utilize version control systems like Git and implement continuous integration and continuous deployment (CI/CD) pipelines to automate software testing and deployment processes;- Participate in presales upon technical need.All you need is:- At least 5 years of hands-on web engineering experience with Python;- Having full understanding and experience in the above listed items for the tasks to overview;- Skills in designing and building RESTful APIs and understanding APIs;- Strong knowledge of MySQL and NoSQL databases (at least 1 per each);- Powerful level of unit, loading testing and bug fixing;- Level of English is Intermediate or higher.Would be a plus:- Experience in integrating different ML libraries;- Experience working with Azure/GCP/AWS services.Interview process stages:- Intro- Technical interview- Client interview (if applicable)What we can offer?- Flexible working hours - Remote work- Fast-growing team environment- Opportunity to talk with experienced teams- Access to educational materials in various fields- Particular project bonuses- Competitive compensation
      

About VMK GROUP

    
      Development and support of creative technical solutionsMore than 7 years of experience that helps building effective products and marketing strategies
      

Company website:

      https://vmk-group.com/





            Job posted on
            24 October 2023
            



            243 views

              

            
  

            47 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Senior Full Stack Engineer (Python+React/Vue),5,66,13,"📎 We’re looking for a Senior Full stack (React or Vue+Python) Engineer who is passionate about revolutionizing the medical records industry.🚀What is a project idea?Our client project aims to modernize the way medical records are handled and transferred. They are addressing the issue of outdated and inefficient practices in patient data management, which often involve fax machines and can lead to lost or delayed information, unnecessary reordering of tests, and even malpractice claims.The solution?The solution  is to digitize the transfer and release of patient data, providing a more reliable and secure method of handling this critical information. This digital approach is intended to improve patient outcomes by ensuring that all relevant health data is readily available when and where it’s needed.Is there a legacy?No! What you'll do:- Be ready to work with Research & Development tasks;- Be ready to work during American working hours;- Be ready to work using pair programming technique;- Be ready to enforce best practices and improve test coverage;- Have fun and make an impact while developing awesome and cool software;- Take part in requirements analysis, task planning, estimation, coding;- Suggest technical and functional improvements for the project;- Maintain close collaboration with other team members (aka find some great new friends).📍We expect from you:- 4+ years of working experience using Python;- 4+ years React or Vue.js;- Hands-on experience with Docker;- Django or Flask;- GraphQL or REST;- SQL and NoSQL databases;- An Upper-intermediate level of English.Nice to have- To be familiar with Celery/Workers.What is the team size and structure?📌 It’s a new project for our company, and already, we have 1 DevOps and 1 Senior Full-Stack Developer, plus a part-time Project Manager. We are planning to hire one more strong engineer.From the client’s side, there will be at least 10 very strong software engineers from the heart of software development and innovation – San Francisco!Communication and collaboration are key, while you will be able to communicate directly with the US team it is important to be ready to work during the US hours (Approximately 21:00-22:00 CET).~ Your work schedule will be from 2 pm till 10 pm, Kyiv 📍What we provide to you:- No screenshots, bureaucracy; time logging for accounting only. We trust you!- Quality workstations. Mostly we choose a Macbook so you will receive comfortable equipment for work or you can work on your own device;- Dynamic environment with a low level of bureaucracy;- Teambuildings, swag, corporate events and the team you will actually want to hang out with;- Education program 100 — we provide $100 per year for education;- Mentorship program (get a mentor or become one);- English Lessons with 6-month review process (speaking and writing classes);- Refunding certification expenses;- Corporate Udemy account, where any employee can request any course free of charge;- 20 days of paid annual vacation;- 15 days of paid sick leaves;- Possibility to use vacation during probation;- Days off on all Ukrainian government holidays;- Social package, including medical compensation or sports compensation or psychological training sessions;- Overtime is not welcome. Ralabs always emphasizes that we are working to provide work-life balance for employees;- We work in a completely white field, and the salary is paid to the card in euros or dollars every first week of the month.📍This is like a kind of our DNA code :) Recruitment process:1. Screening call - up to 20 min;2. Interview with the HR – up to 30 min.;3. Technical interview on our side – up to 1-1:30 h;4. Interview with the client - up to 1 h.📍Sounds interesting? Let’s discuss the opportunity in detail!
      

About UPPeople

    
      THE EASIEST AND FASTEST WAY TO FIND IT PROFESSIONALS!Fast ⇨ Get candidate’s resume(CV) in the next 48 hours (you get it much faster usually)Accurate ⇨ We match credentials to your requirements. Only candidates who are interested in your opening and fit perfect to your needsFlexible ⇨ Custom-tailored agreements and payment terms — now available!Innovative ⇨ We use our own innovative algorithms and software in order for you to hire the best candidates fasterFocused ⇨ IT professionals is our only specialty
      

Company website:

      https://uppeople.co/

DOU company page:

      https://jobs.dou.ua/companies/uppeople/





            Job posted on
            24 October 2023
            



            66 views

              

            
  

            13 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
AI / ML Engineer,2,197,37,"We are looking for our first AI / Machine Learning Engineer to join our Ukrainian team to work with a US company and help with the integration of back-office enterprise systems into the existing architecture.The main business goals is to leverage AI to speed up the product categorization, product mapping, data cleansing and reduce/remove manual work related to these activitiesREQUIREMENTS:·  	2+ years of experience in AI/ML or similar·  	Solid experience in building machine learning models both in batch and in real-time or knowledge in integration with existing AI/LLM models.·  	Data Science and Machine Learning experience with Python or  JavaScript, ·  	Jupyter Notebooks, numpy/scipy, pandas, sci-kit-learn and Tensorflow/PyTorch or integration with GPT models·  	Good knowledge of AI technologies, including natural language processing (NLP) and computer vision, using traditional techniques as well as deep learning·  	Good understanding of data engineering, database management, and ML related cloud infrastructure.·  	Experience with service development on AWS (Athena, S3, Lambda, Kinesis, Glue, SageMaker, Data Pipelines, Data Stores)CI/CD experienceOTHER NECESSARY SKILLS :·  	English B2-C2·  	 Ability to optimize algorithms for real-time or low-latency execution, considering hardware constraints·  	Deep knowledge of model training, optimization, and investigating best options for a case·  	Experience in deploying AI models in production environments is a plus   PROJECT HIGHLIGHTS:·  	The application is in production·  	The project utilizes development approaches such as code review, inherent quality, unit and integration testing, thorough automated end-to-end testing, continuous integration (CI), and releases as needed.·  	Working in a distributed multinational team. The work schedule is from 10:00 AM to 7:00 PM EEST RESPONSIBILITIES:·  	Engaging and maintaining professional communication with the customer's team·  	Assuming responsibility for delivering significant solution components·  	Participating in the process of gathering and clarifying requirements, suggesting optimal architectural approaches, and leading the implementation of data architecture·  	Creating fundamental modules and functions, devising solutions that can grow and remain cost-efficient·  	Conducting code assessments, crafting both unit and integration tests Expanding the distributed system and infrastructure to the next level of scalability·  	Assisting the client's research team in implementing, training, testing, and refining deep learning models·  	Constructing AWS machine learning infrastructure to uphold and manage model training and serving·  	Formulating reusable project templates for establishing MLOps infrastructure, enabling continuous integration and deployment of machine learning models·  	Cooperating with the research team to pinpoint optimal models and explore open-source alternatives in language and signal processing for achieving the most favorable outcomes.ABOUT THE PROJECT:US leader in the solutions of beverage management for restaurants and bars.
      

About DesignKey

    
      DesignKey is a young software development company that focuses on UI/UX design and providing R&D services to US companies.We build user-friendly web and mobile apps with complex logic and integrations for our clients. Besides that we have interesting internal products that we work on.
      

Company website:

      https://www.designkey.studio/





            Job posted on
            24 October 2023
            



            197 views

              

            
  

            37 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Senior QA Python Automation Engineer,5,42,2,"Project Description:The electric era is here, and our Client is in the midst of implementing an ambitious, comprehensive plan investing in electrification through 2025 as part of its plan to lead electrification in areas of strength. The company is electrifying its most iconic products with many more to come in the years ahead.Our Client will be the only manufacturer to be competing in racing disciplines from grassroots motorsports to Formula 1. Luxoft will provide technical expertise to leverage efforts to speed innovations, latest technologies and software to consumers and will continue to do for future electric vehicles.You will contribute to the next Software Platform evolution development for new Fully Networked Vehicle (FNV) Electrical Architecture. The project is focused on the creation of the modern Software-Defined Vehicle digital infrastructure providing core parts for Automotive Middleware around AUTOSAR (Classic and Adaptive), including networking, configuration, security, diagnostics, etc.Responsibilities:• Analyze business requirements, design documents for completeness and testability• Develop automated test cases for EV platform• Execute automated test cases and update test documentation• Review test failures and determine the sources of problems (test deficiencies, deviation from requirements, etc.)• Work with bug tracking system to record, trace and drive to resolution defects and issues discovered• Support development team in issues reproduction and root cause analysis• Report work progress continuously through attendance of daily & weekly project internal meetingsMandatory Skills Description:• 3+ years of Python coding experience• Pytest OOP knowledge and architecture design principles• Test automation experience in any of these domains: Automotive, Embedded, Mobile and Networking HW• Unit tests writing experience• Practical knowledge of Linux \ Unix based OS• Practical knowledge of test methodologies, relevant standards, processes, and tools• Understanding of simulation approaches• Experience of working with Git, Jira, Test Rail• Analytical mind, willingness to understand complex systems and find their weaknesses• API automation knowledge• Be proactive, self-motivated, self-disciplined, and ready for long-term cooperationNice-to-Have Skills:• Practical knowledge of In-Vehicle and communication interfaces, e.g. CAN, Ethernet, FlexRay• XML and ARXML processing knowledge• Google CloudLanguages:English: C1 Advanced
      

About Luxoft

    
      Luxoft is a high-end application outsourcing provider of choice and a trusted technology advisor to Global 2000 and medium-sized growth companies that apply compelling technologies to obtain leadership positions in their respective markets. Luxoft today finds the Best talents, proposes career growth & employment benefits. Our teams are involved in high complicity & innovative projects for the Top leaders companies around the Globe.
      

Company website:

      https://career.luxoft.com/locations/ukraine/

DOU company page:

      https://jobs.dou.ua/companies/luxoft/





            Job posted on
            23 October 2023
            



            42 views

              

            
  

            2 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Senior Artificial Intelligence Consultant,5,36,3,"Required Skills:- Proven experience in training AI models, particularly with Stable  Diffusion models.- Strong knowledge of machine learning concepts, including deep learning and neural networks.- Proficiency in programming languages commonly used in AI and machine learning, such as Python and TensorFlow/PyTorch.- Experience with GPU backend utilization for AI computations.- Familiarity with APIs and their integration into mobile applications.- Strong problem-solving skills and the ability to work independently.- Excellent communication skills and the ability to collaborate effectively with a cross-functional team.- A passion for film and storytelling is a plus.Responsibilities:- As an Artificial Intelligence Consultant at Storyblocker, you will be responsible for the following:- Model Integration: Collaborate with our development team to seamlessly integrate Stable Diffusion models into the Storyblocker app. Ensure models are optimized for performance and user experience.- Training and Tuning: Utilize your expertise to train, fine-tune, and optimize AI models for various creative applications within the filmmaking process, such as scene generation, image enhancement, and more.- GPU Backend Utilization: Leverage our dedicated GPU backend to ensure the efficient execution of AI models, optimizing performance and responsiveness within the app.- API Integration: Work with our existing Stable Diffusion API and develop strategies for its effective use in our app's features.- Collaboration: Collaborate with cross-functional teams including developers, designers, and product managers to ensure the successful implementation of AI features.- Research and Innovation: Stay updated with the latest advancements in AI, machine learning, and computer vision to propose innovative solutions that can further enhance Storyblocker's capabilities.Project description:Storyblocker is an innovative IOS app designed exclusively for filmmakers. Our platform empowers filmmakers with cutting-edge technology to enhance their creative storytelling process. We are passionate about providing filmmakers with the tools they need to bring their visions to life. Our platform utilizes a dedicated GPU backend and a stable diffusion API to deliver exceptional experiences to our users.What we offer:- Healthy workplace environment- Strong and friendly development team- Competitive reward- Compensation for education- Flexible schedule- 15 paid vacation days, 7 paid days-off
      

About Fluvius

    
      Life Story“Fluvius started on October, 2015 by Georgiy Gres living in Austria that times. The growing of the company from nothing to 7 people in a team and 5 simultaneous projects was very amazing and ambitious way of development during all the following year.In less than 8 months after the start we moved to our first office as the organisational culture and operational communications of the team required this. We were happy. The business developed was good until we acceded 10 people and the management became hard. In the result and fortunately, our business was bankrupt on the eve of the new year and we were gaining fabulous experience from that! Based on this experience, knowledge of business administration and skills of programming, the great initial set of business processes in combination with agile organisational structure was developed.Thereby, Fluvius provides stunning level of services in web and mobile development nowadays, having 100% of satisfied clients mainly thanks to Anton Yakushin for the excellent quality of the code, as well as to Georgiy Gres for our strong business-processes and systems. Special thanks to all our partners and employees for solving hard problems, accepting of innovations and development for the better!Fluvius always stays at the source of success of its clients, since the Client is the core value. Moreover, we heavily strive to make successful the clients of our clients providing rather the complex interactive business support, than only the programming services.”
      

Company website:

      https://fluvius.co/

DOU company page:

      https://jobs.dou.ua/companies/fluvius/





            Job posted on
            23 October 2023
            



            36 views

              

            
  

            3 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Senior Python Developer,5,52,19,"About the CompanyATC is a fast-growing, real estate data startup with headquarters in NYC. Our mission is to streamline the land use approval process - one of the most archaic and expensive parts of the real estate development process.About the RoleWe are looking for a Senior Python Developer to help create frameworks and shared libraries for our web crawling infrastructure and data model. Familiarity with web crawling is a plus, but this candidate does not need to be an expert in web crawling. ResponsibilitiesArchitect data acquisition frameworks and shared libraries. Collaborate with project manager and CTO while serving as team lead of our web crawlers. Perform code reviews to ensure code quality and consistency.SkillsPython, Postgres, asyncio, AWS (SQS/lambdas), FastAPISalaryRanges from $48,000 to $84,000 (depending on experience) + Equity
      

About ATC

    
      Your data partner for land entitlements. ATC empowers land use professionals with the data and documents they need to successfully navigate the land entitlement process.
      

Company website:

      https://atcresearch.co





            Job posted on
            23 October 2023
            



            52 views

              

            
  

            19 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Senior Python Developer,5,45,16,"Responsibilities:Collaborate with product managers, designers, and other developers to understand project requirements and objectives.Design and develop Python-based software solutions that meet project specifications and adhere to best practices.Write clean, efficient, and maintainable code.Debug and resolve software defects and issues, ensuring the highest level of quality.Perform code reviews to ensure code quality and consistency.Optimize software performance and scalability.Stay updated on industry trends and emerging technologies to make informed decisions about software development tools and techniques.Mentor junior developers and assist in their professional growth.Requirements:Qualifications & experience:- Minimum 5 years of developing experience;A strong skill set within Python 3 and the general Python 3 ecosystem (FastAPI/Flask, SQLAlchemy, celery, etc.);Strong understanding of asynchronous programming;Experience with the implementation of microservices and SOA;Experience with SQL and relational databases (PostgreSQL/MySQL);Experience with testing (unit tests, integration tests);Expertise in software design and REST API design principles;Good spoken and written English;Experience with GCP will be a plus;Experience with Docker will be a plusNice to Have:Experience with Django or Flask.Knowledge of containerization and orchestration technologies - Docker and Kubernetes.Familiarity with cloud services and platforms (AWS, Azure, Google Cloud).Understanding of front-end technologies - HTML, CSS, JavaScript.
      

About TEDDY

    
      TEDDY LTD IS THE RESULT OF OUR LOVE FOR SIMPLICITY AND INNOVATIVE SOLUTIONS IN CRITICAL ENVIROMENT SUCH AS HEALTHCARE.
      

Company website:

      https://www.teddyltd.com/





            Job posted on
            23 October 2023
            



            45 views

              

            
  

            16 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Pyton Developer 4+ years exp,5,25,4,"Responsibilities:●	Design and develop REST APIs to support the front-end applications and the core product.●	Collaborate with the business unit to identify, design, and implement new features.●	Interact with the frontend team and product managers to ensure seamless integration of features.●	Understand and design database structures and product architecture to simplify the integration of future features.●	Propose and implement architectural solutions that are optimal for business needs.●	Possess excellent soft skills and collaborate effectively with various teams.●	Leverage deep understanding of database design to ensure robustness and scalability of solutions.●	Actively contribute to product structure design, ensuring ease of future feature integrations.●	Architect and propose optimal solutions for complex business tasks.Requirements:●	5+ years of experience in back-end development on Python, strong understanding of REST APIs and experience developing and maintaining APIs.●	Proficiency in the following tech stack: Python, Postgres, Linux, Docker, Django, Rest API, Redis, Celery, Gunicorn, FastAPI, SQLAlchemy, Alembic.●	Good soft skills and ability to work collaboratively in a team environment.●	Strong problem-solving skills and ability to troubleshoot issues in a timely manner.Nice to have:●	Relevant experience with AI, video analytics, and computer vision technologies, especially in athletic assessment and exercise correctness evaluation.●	Bachelor's or Master's degree in Computer Science or related field.●	C++ development experience is an advantage.●	Experience in AWS, CI/CD.
      

About Addstrategix

    
      🚀 Join Our Team: Building Tomorrow's Digital World 🌍Are you ready to embark on a thrilling journey in the world of software development? At AddstrategiX, we're not just developing code; we're crafting innovative solutions that redefine industries and shape the future. If you're passionate about technology, eager to make a difference, and eager to be part of a dynamic team, you've come to the right place.🌟 What Makes Us Exceptional:🔷 Cutting-Edge Innovation: We live on the bleeding edge of technology. We're early adopters, trendsetters, and innovators. Our work revolves around the latest tools, languages, and frameworks, ensuring you're always at the forefront of the industry.🔷 Collaborative Culture: We believe in the power of collaboration. Our diverse team brings together minds from all backgrounds to create magic. Every day is a learning opportunity and a chance to make lasting friendships.🔷 Impactful Projects: Be part of projects that have real-world impact. Whether it's shaping healthcare, enhancing education, or transforming e-commerce, your code will make a difference.🔷 Professional Growth: We invest in your development. Continuous learning, mentorship, and career progression are core to our ethos. Your growth is our growth.🔷 Work-Life Balance: We know the importance of maintaining a work-life balance. We offer flexible hours and remote work options to ensure you're at your best, both at work and in life.🌠 Who We're Looking For:We're not just seeking employees; we're searching for dreamers, creators, and tech aficionados. If you have a knack for problem-solving, a passion for technology, and a relentless desire to push the envelope, we want you!🚀 Your Journey Starts Here:Join us and be a part of a team that's creating the future. Your code will shape industries, your ideas will spark innovations, and your talents will be celebrated. Are you ready to code your dreams into reality?
      

Company website:

      http://www.addstrategix.com/





            Job posted on
            23 October 2023
            



            25 views

              

            
  

            4 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Middle Python Developer,2,250,43,"LanTec now expanding our AI analytics product line with a platform designed to analyze unstructured content from various data sources. The task of a product based on the analysis of data such as text, video, sound, images, etc., is to determine, build, and predict relationships and dependencies between the received data.We invite to our team an experienced Middle Python Developer who shares our passion for innovation and is ready to contribute to the development of advanced productsOur candidate has:• 2 years of commercial experience on the Python 3.x stack• knowledge of basic deep learning libraries such as PyTorch, Keras, Tensorflow;• experience with libraries such as Pandas, NumPy, (one of the web frameworks Flask, FastAPI, Django);• experience with NLP/NLU, Image/audio processing;• knowledge of basic ML methods (SVM, Random trees, Naive bayes, etc.);• good skills in debugging, finding, and fixing problems;• experience with Git;• good knowledge of English at the level of reading technical documentation;• the ability to quickly learn new skills;• teamwork;Would be a big plus:• understanding the fundamentals and features of neural network architectures such as CNN, RMM, Transformer, LSTM;• experience with Yolo, EfficientDet, Mask R-CNN, BERT, Spacy, Whisper;What to do on the project:• Develop your own ML models;• Adaptation and support ready-made models;• Development and support of related systems that work with models (work with queues, REST API, gRPC, GRAPHQL)What we offer:• Full-time, flexible working hours;• Stable and long-term cooperation.• Remote work or in the office — your choice;• Paid vacation, sick leave;• Training and participation in professional events of the company;• Inspiring and friendly working environment;• Team-building events.We are waiting for you to create the future together!


About Lantec

    
      Компанія LanTec — провідний системний інтегратор та постачальник апаратного та програмного забезпечення в Україні, а також розробник власного програмного продукту інтелектуальної відеоаналітики ULA.Наші успіхи підтверджуються партнерськими статусами від ключових виробників: Hewlett Packard Enterprise, HP Inc., Microsoft, Micro Focus, VMware, Veeam, Fortinet, APC, Milestone, Tripp Lite, Axis, AMP, Molex та багатьох інших, що дозволяє нам не лише пропонувати рішення на найвигідніших умовах, а й супроводжувати наших клієнтів на всіх етапах впровадження, експлуатації та сервісної підтримки.Основні напрями діяльності:Побудова відмовостійких та гіперконвергентних рішень;Рішення щодо резервного копіювання;Розробка та впровадження програмного забезпечення для відеоаналітики даних;Комплексні рішення щодо безпеки та захисту інформації;Мережеві та телекомунікаційні рішення;Сервісне забезпечення та підтримка всього спектра обладнання.Запрошуємо до нашої команди!
      

Company website:

      https://ula.lantec.ua

DOU company page:

      https://jobs.dou.ua/companies/LanTec





            Job posted on
            23 October 2023
            



            250 views

              

            
  

            43 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Full-stack (Python+React) Engineer,5,23,3,"About Project:Our customer is the end-to-end platform for music and performing arts schools - Scheduling, Invoicing, Self-booking, Payments, etc.As a Full Stack Engineer, you will play a crucial role in developing and maintaining our platform, ensuring its functionality and scalability. If you are passionate about music and performing arts education and have experience in the specified technology stack, we would love to have you on board.We would like to note that this position provides for an overlap between 10 am- 2 pm Pacific time (20:00-00:00 Ukrainian time).Responsibilities:- Implement and maintain features on both the frontend and backend using React, GraphQL, Python, and other relevant technologies;- Work with AWS services such as Lambda, ECS, and Docker to deploy and manage our cloud-based infrastructure;- Contribute to the development of serverless computing solutions to optimize system performance;- Develop and integrate APIs, ensuring seamless data flow and communication;- Participate in code reviews and provide constructive feedback to enhance code quality;- Troubleshoot and resolve technical issues, ensuring the reliability and stability of our platform;- Stay up-to-date with emerging technologies and industry best practices to continuously improve our product.Requirements:- Bachelor's degree in Computer Science or a related field;- Proven experience in the following technology stack:- Backend: Python, Graphene- Front-end: Typescript/Javascript React, Hooks, Apollo Client, GraphQL- AWS: Lambda, ECS, Docker- Strong understanding of front-end and back-end development principles;- Experience in serverless computing and cloud-based solutions, particularly with AWS;- Proficiency in using version control systems (e.g., Git);- Strong problem-solving skills and attention to detail;- Excellent communication and collaboration abilities;- The ability to complete a test task;- English: Upper-Intermediate and higher.Nice to have:- Prior experience with scheduling systems, particularly in an education or booking context;- Familiarity with payment processing, especially integration with Stripe;- Experience and/or knowledge of these technologies will be a plus: Django, Bootstrap, Node.js, Angular, Flask, GraphQL, and Docker.Company benefits:- Modern working place (iMac/MacBook or other preferred hardware);- Cozy office in the very center of Lviv;- Office/remote/hybrid work models - pick the one that's perfect for you;- Regular performance reviews;- 20 paid business days off per year;- 10 paid workdays absence due to sickness per year;- Additional vacation days for special lifetime events;- Maternity leave policy;- English classes;- Health insurance;- Compensation for educational and training programs;- Team buildings and corporate events.
      

About ELITEX

    
      ELITEX is an IT company based in Lviv, Ukraine. Our main expertise is custom software development using Javascript, NodeJS and other technologies for established companies and startups, located in the US, UK, EU, etc. Be sure that we never had and will never have any business with russia!Our company has devoted teams of professionals with strong technical expertise and mentoring background, providing a full cycle of software development.In Elitex every employee's voice matters, processes are smooth and deprived of useless bureaucracy, working conditions are great. Apply for a job and check it by yourself.
      

Company website:

      http://elitex.systems/

DOU company page:

      https://jobs.dou.ua/companies/elitex/





            Job posted on
            23 October 2023
            



            23 views

              

            
  

            3 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
Python Engineer,5,48,5,"Hey guys 👋We’re Intobi - a software development company, located in Kyiv 🇺🇦Our main specialization is Web & Mobile applications + UI/UX Design.We’re looking for a success-driven Python Engineer.Full-Time, Long-Term position.Requirements:— at least 4 years of commercial experience;— Strong ability to code in Python (Django);— Good problem-solving skills;— Analytical mindset;— Experience with React;— English proficiency.What we offer:— Competitive salary;— Paid vacation and sick leaves;— Paid day off (Ukrainian holidays);— Ability to work from our cozy office;— 8 hours working day, 5 days a week;— Career growth potential;— Friendly team and corporate events.Please send your CV here or via email.Should the first stage be successfully completed, you’ll be invited to a personal interview.
      

About Intobi

    
      Intobi — це компанія однодумців, які не шкодують Часу та Зусиль для того, щоб створювати.Ми чітко знаємо і розуміємо чого Ми хочемо досягти і куди Ми ідемо, якою буде ціна цього і що ми отримаємо в результаті.Шлях, який почався у 2017 році, зовсім не простий, але цікавий і саме з крокування цим шляхом і заповнюється вагома частина нашого життя. Як мінімум, 160 годин на місяць:)Всі разом Ми прикладаємо зусилля, щоб будувати компанію нашої Мрії, де, в кінцевому випадку, хочеться бути і де відчувається Твій особистий вклад у створенні цієї Мрії.Ми працюємо в напрямках outsource, outstuff та product development.В контексті outsource та outsutff, Ми зосереджені на довгострокових партнерствах з клієнтами з Європи, Великобританії, США, Австралії, з Близьким Сходом тощо. Наша орієнтація — це full-time/long-term проєкти. (Очевидно, що не співпрацюємо і ніколи не будемо працювати з країнами-агресорами)На цей час у нас сформована команда гарних інженерів та дизайнерів, є портфоліо стабільних клієнтів.В контексті product development, ми почали розробку двох продуктів. І з кожним наступним кроком Вага цього напрямку буде зростати.Далі будуть нові цілі та нові етапи 🤩Ми поважаємо цінності, які Ми визначили: командна робота, повага, рівність, відповідальність, знання не лише своїх прав, але і обов’язків.Про очевидні речі, на шкталт затишного офісу, відпусток, смачненького на кухні та корпоративів Ми розповімо на першому етапі співбесіди.Будемо раді Тебе бачити частиною нашої команди! 🙂Приєднуйтеся до Intobi, щоб рости як висококваліфікований фахівець, досягати всіх своїх цілей і допомагати компанії бути в авангарді.
      

Company website:

      https://intobi.com/

DOU company page:

      https://jobs.dou.ua/companies/intobi/





            Job posted on
            23 October 2023
            



            48 views

              

            
  

            5 applications

          




      To apply for this and other jobs on Djinni
      login
      or
      signup."
